predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('of collective action', -0.3790346384048462), ('the seeds of hope', -0.439831018447876), ('collective action', -0.4836122393608093), ('general focus', -0.5482815802097321), ('in general focus', -0.5567722320556641)]	['astoundingly', 'show-stoppingly']
1	1	[('told in earnest strides', -0.21345126628875732), ('with po ign ancy', -0.22437220811843872), ('in earnest strides', -0.3527435064315796), ('po ign ancy', -0.380923330783844), ('earnest strides', -0.5157261788845062)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('in a word', -0.03484064340591431), ('a word', -0.0937730073928833)]	['astoundingly', 'irritating films']
1	1	[('genuinely sp ooky', -0.5544075071811676), ('above - average', -0.5853117406368256), ('g oth ic', -0.6038310527801514), ('a creepy slice', -0.6222794353961945)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('heart warming', -0.5495858490467072), ('kind of', -0.6086643934249878)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('the derivative nine queens', -0.25229597091674805), ('is lots of fun', -0.2873799800872803), ('lots of fun', -0.3869755268096924), ('of fun', -0.4919084906578064), ('at stake', -0.8133676648139954)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('nickel ode', -0.8167859613895416), ('nickel ode on', -0.8655226156115532), ('cash - in', -0.8823060914874077)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('s still quite bad', -0.03009253740310669), ('by more objective measurements', -0.1026567816734314), ('more objective measurements', -0.14858150482177734), ('quite bad', -0.15148693323135376), ('more objective', -0.26685166358947754)]	['astoundingly', 'preposterousness']
1	1	[('friends and lovers', -0.33823490142822266), ('the two leads', -0.3457827568054199), ('are charming', -0.5147579610347748), ('l athan', -0.5591951310634613), ('dig gs', -0.6371419727802277)]	['worldly-wise and very funny script', 'engrossing film']
1	1	[('in new grounds', -0.38239502906799316), ('a community', -0.5005083978176117), ('new grounds', -0.5430642068386078)]	['astoundingly', 'insightful and']
0	0	[('mad - lib s', -0.009178698062896729), ('mad - lib', -0.03733152151107788)]	['astoundingly', 'ugly and mindless']
0	1	[('re ign', 0.00604093074798584), ('made without much thought', -0.0012764930725097656), ('of fire', -0.04451417922973633), ('without much thought', -0.06220024824142456), ('watched that way', -0.09385532140731812)]	['astoundingly', 'ugly and destructive']
1	1	[('their hopes and frustrations', -0.13107401132583618), ('the delicate performances', -0.27413320541381836), ('sometimes angry', -0.38013792037963867), ('complex characters', -0.4219094514846802), ('sometimes tender', -0.43519407510757446)]	['show-stoppingly', 'worldly-wise and very funny script']
0	0	"[('bad martial arts movies', -0.020445942878723145), ('some of the time', -0.020897746086120605), ('any funn ier', -0.04684305191040039), (""n 't funny"", -0.06163525581359863), ('of the time', -0.08939313888549805)]"	['worldly-wise and very funny script', 'narcissism and']
0	0	[('the big problems', -0.13700461387634277)]	['astoundingly', 'irreparably']
1	1	[('good spar ring partners', -0.36475151777267456), ('spar ring', -0.5237598121166229), ('jack son', -0.5673989653587341)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('of two young men', -0.365211546421051), ('two young men', -0.4303668141365051), ('of their talent', -0.46240514516830444), ('of this movie', -0.5057598650455475), ('the prime', -0.5110049247741699)]	['astoundingly', 'show-stoppingly']
1	1	[('the spect er', -0.5142792761325836), ('of combat', -0.5943526923656464), ('of death', -0.6188860237598419)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('to enhance the franchise', -0.024315357208251953), ('enhance the franchise', -0.07078003883361816), ('the franchise', -0.1822742223739624)]	['astoundingly', 'preposterousness']
0	0	[('of - water', -0.04465901851654053), ('overall limp ,', -0.10490673780441284), ('overall limp', -0.24013042449951172)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""one ' s heart"", -0.30792391300201416), ('the demands of tradition', -0.3344458341598511), (""one ' s"", -0.44880056381225586), ('the demands', -0.5764001905918121), ('of tradition', -0.6309338510036469)]"	['astoundingly', 'astoundingly rich film']
1	1	[('a surprisingly cinematic experience', -0.3277263641357422), ('wild thorn berry s', -0.376414954662323), ('wild thorn berry', -0.5171473622322083), ('surprisingly cinematic', -0.5816076993942261)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('to the screen', -0.07322371006011963), ('the screen', -0.18770325183868408)]	['astoundingly', 'irreparably']
0	0	[('gone horribly wrong', -0.02738744020462036), ('horribly wrong', -0.11461031436920166)]	['astoundingly', 'preposterousness']
1	1	[('a grief', -0.5621704459190369), ('a man', -0.628378838300705), ('across centuries', -0.6437124311923981)]	['astoundingly', 'show-stoppingly']
1	1	[('to characters and story', -0.15999066829681396), ('its determined stylish ness', -0.25157368183135986), ('characters and story', -0.27817773818969727), ('in years', -0.6010861098766327)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('that he can improv', -0.3857860565185547), ('his medium', -0.47315990924835205), ('he can improv', -0.48592662811279297), ('like a jazz man', -0.5007830560207367), ('an artist', -0.5429773032665253)]	['show-stoppingly', 'worldly-wise and very funny script']
1	1	[('of ann a chancellor', -0.2830788493156433), ('scene - st ealing', -0.30865710973739624), ('wolf ish pessim ism', -0.3093630075454712), ('ann a chancellor', -0.4144173264503479), ('the women', -0.42844027280807495)]	['worldly-wise and very funny script', 'astoundingly']
0	0	"[('half - hearted', -0.1057286262512207), (""green ' s"", -0.20240849256515503), ('to an end', -0.2092105746269226), ('of screen comedy', -0.24501538276672363), ('st ealing', -0.276667058467865)]"	['worldly-wise and very funny script', 'played-out']
1	1	[('on screen', -0.603338897228241), ('a pat resolution', -0.8363002836704254), ('carefully structured plot points', -0.8522322028875351), ('carefully structured', -0.8561671748757362), ('some series', -0.8896039128303528)]	['engrossing film', 'engrossing story']
1	1	[('the choking sense', -0.5055311918258667), ('glad - hand', -0.5324547290802002), ('of hollow despair', -0.5656821727752686), ('hollow despair', -0.6284027993679047)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[('hit theaters this year', -0.39874911308288574), (""children ' s"", -0.5552090108394623), ('this year', -0.5570158660411835)]"	['four star performance', 'a funny and touching film that is gorgeously']
0	0	[('to be hip', -0.0370715856552124), ('to be funny', -0.04128861427307129), ('be hip', -0.11361080408096313), ('be funny', -0.12495803833007812)]	['astoundingly', 'ugly and destructive']
1	1	[('her power', -0.44999754428863525), ('once again', -0.45874112844467163)]	['astoundingly', 'four star performance']
1	0	[('a week', -0.5421063601970673), ('fr iday', -0.5498586893081665), ('leftover en ron stock', -0.5667290687561035), ('in value', -0.6408550143241882), ('of this', -0.643328458070755)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('to impart a message', -0.0898093581199646), ('this ensemble film', -0.11424881219863892), ('impart a message', -0.19170832633972168), ('the audience', -0.24908560514450073), ('a message', -0.29688286781311035)]	['astoundingly', 'ugly and destructive']
0	0	[('some truly heinous crime', 0.054271161556243896), ('the master of disguise', -0.02526390552520752), ('a convict', -0.10021018981933594), ('truly heinous', -0.14472150802612305), ('the master', -0.19210821390151978)]	['astoundingly', 'narcissism and']
0	0	[('delivered so little entertainment', -0.09568405151367188), ('so much money', -0.12445098161697388), ('so little entertainment', -0.16796040534973145), ('so much', -0.19753819704055786), ('so little', -0.2283405065536499)]	['astoundingly', 'ugly and destructive']
0	0	[('left over for jokes', -0.02694040536880493), ('his entire budget', -0.08419066667556763), ('on soundtrack rights', -0.10749548673629761), ('for jokes', -0.2111133337020874), ('soundtrack rights', -0.23929333686828613)]	['astoundingly', 'ugly and destructive']
0	0	[('no interest in itself', -0.01782059669494629), ('a movie', -0.1390610933303833), ('no interest', -0.16286170482635498), ('in itself', -0.17328596115112305)]	['astoundingly', 'ugly and destructive']
1	1	"[('full of gentle humor', -0.13978612422943115), (""its protagonist ' s"", -0.21054291725158691), ('of gentle humor', -0.24677139520645142), ('recent ir anian films', -0.2684779167175293), ('gentle humor', -0.38705718517303467)]"	['a funny and touching film that is gorgeously', 'show-stoppingly']
0	0	"[(""he ' s tough"", -0.05106467008590698), (""' ve lost weight"", -0.05254995822906494), ('re too buff', -0.05616182088851929), ('vel ma - wow', -0.068423330783844), (""' s tough"", -0.10401999950408936)]"	['astoundingly', 'preposterousness']
1	1	[('director sp re cher', -0.5220471322536469), ('a good stepping stone', -0.5853624641895294)]	['worldly-wise and very funny script', 'four star performance']
0	0	"[(""those daytime programs '"", -0.03233623504638672), ('compiled in one place', -0.03998178243637085), ('they even had any', -0.04749411344528198), ('after - school', -0.06822139024734497), ('in one place', -0.09188085794448853)]"	['worldly-wise and very funny script', 'narcissism and']
1	1	"[('well - acted', -0.37007272243499756), ('finely directed', -0.4860573410987854), (""son ' s"", -0.526313066482544)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('th r iller', -0.08821231126785278), ('a comedy', -0.2518719434738159), ('a romance', -0.27222245931625366)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('its most vibrant scene', -0.027574479579925537), ('so stale', -0.15849322080612183), ('most vibrant', -0.1654648780822754), ('in fact', -0.250802218914032), ('in full', -0.2580565810203552)]	['astoundingly', 'preposterousness']
0	1	"[('talking - head', 0.17479676008224487), (""the regime ' s"", 0.16964447498321533), ('by - minute', 0.10801279544830322), ('the pin ochet case', 0.10679441690444946), ('b rit ish', 0.08991414308547974)]"	['worldly-wise and very funny script', 'astoundingly']
0	0	[('light en things up', -0.12560927867889404), ('en things up', -0.18160521984100342), ('little humor', -0.2834855914115906)]	['astoundingly', 'ugly and mindless']
0	0	[('to be really dumb', -0.029429316520690918), ('where this is going', -0.037698328495025635), ('doing dumb things', -0.059601008892059326), ('be really dumb', -0.07881778478622437), ('this is going', -0.10217130184173584)]	['astoundingly', 'preposterousness']
0	0	[('che l sea walls', -0.04221022129058838), ('triple - esp', -0.08451098203659058), ('to focus on', -0.0927930474281311), ('virtually no', -0.11253142356872559), ('an audience', -0.20787262916564941)]	['astoundingly', 'preposterousness']
1	1	[('contains some thrilling moments', -0.18474584817886353), ('some thrilling moments', -0.30724960565567017)]	['worldly-wise and very funny script', 'thought-provoking film']
0	1	[('as its title suggests', -0.07176637649536133), ('its title suggests', -0.13129973411560059), ('its title', -0.2445007562637329)]	['ugly and destructive', 'astoundingly']
1	0	[('made flesh', -0.12752583622932434), ('a nightmare', -0.2825194299221039)]	['astoundingly', 'show-stoppingly']
0	1	[('exactly what', 0.25639110803604126), ('the title indicates', 0.2484799027442932), ('min ority', 0.22959059476852417), ('a report', 0.161349356174469), ('the title', 0.11916220188140869)]	['astoundingly', 'narcissism and']
0	0	[('is utterly unlike able', -0.02025848627090454), ('utterly unlike able', -0.10606330633163452), ('b rit ish', -0.11774677038192749), ('is certainly that', -0.17052555084228516), ('a guy', -0.18201494216918945)]	['worldly-wise and very funny script', 'played-out']
1	1	[('with an intimate heart', -0.20790302753448486), ('an intimate heart', -0.31477081775665283)]	['worldly-wise and very funny script', 'show-stoppingly']
1	1	[('deserves a medal', -0.3266584277153015), ('this reason only', -0.4135124683380127), ('l sea walls', -0.44750523567199707), ('the power', -0.45640039443969727), ('a medal', -0.45891261100769043)]	['astoundingly', 'four star performance']
1	1	[('in and of itself', -0.4772915840148926), ('a treasure', -0.632024735212326)]	['engrossing film', 'engrossing story']
0	0	[('semi - co herent', -0.015936851501464844), ('a static series', -0.061187028884887695), ('between the stars', -0.08422356843948364), ('the stars', -0.24684321880340576)]	['astoundingly', 'preposterousness']
1	1	[('more traditional', -0.33288586139678955)]	['let-down', 'astoundingly']
1	1	[('inept school productions', -0.4228421449661255), ('not only', -0.5813970267772675)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[]	['ugly and destructive', 'ugly and mindless']
0	1	[('little else to offer', -0.0003471970558166504), ('in the car', -0.05503809452056885), ('little else', -0.14476007223129272), ('to offer', -0.15397590398788452), ('the car', -0.16806626319885254)]	['astoundingly', 'ugly and mindless']
1	1	[('challenge - hung', -0.4916034936904907), ('of art', -0.5543715059757233), ('most patient', -0.5631797015666962)]	['show-stoppingly', 'a funny and touching film that is gorgeously']
0	0	[('n umbers', -0.17266595363616943)]	['astoundingly', 'preposterousness']
0	0	[('of nuclear hol ocaust', -0.007474541664123535), ('cheap h ollywood tension', -0.01874774694442749), ('our substantial collective fear', -0.046538472175598145), ('nuclear hol ocaust', -0.0558396577835083), ('h ollywood', -0.13643282651901245)]	['preposterousness', 'preposterous']
1	1	"[('its best', -0.4251062870025635), ('camp y fun', -0.47695785760879517), ('v incent price', -0.7224445044994354), (""the ' 60 s"", -0.7403642237186432)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('his past two movies', -0.45747655630111694), ('on the trip', -0.5494962930679321), ('shy am alan', -0.57079216837883), ('the trip', -0.5967137813568115), ('much more', -0.6559444963932037)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('the humor and intelligence', -0.2359190583229065), ('of the script', -0.39439576864242554), ('of the art', -0.4125887155532837), ('the biblical message', -0.4618145227432251), ('the script', -0.5295801162719727)]	['a funny and touching film that is gorgeously', 'worldly-wise and very funny script']
1	1	[('cool ?', -0.5090503394603729)]	['worldly-wise and very funny script', 'bang-up']
1	1	[('the unin iti ated', -0.35692137479782104), ('full of surprises', -0.3688948154449463), ('of surprises', -0.5021285712718964), ('iously funny', -0.520610123872757)]	['thought-provoking film', 'astoundingly']
0	0	[('fire - red', -0.04098844528198242), ('rather than', -0.16676849126815796), ('covering his shoulder', -0.18624597787857056), ('kil mer', -0.2123810052871704), ('his shoulder', -0.3487316966056824)]	['astoundingly', 'narcissism and']
1	0	[('lifelong friendships', -0.512535035610199), ('the friendship', -0.5587439835071564), ('accompany lifelong friendships', -0.5944340527057648), ('that accompany lifelong friendships', -0.6818600296974182), ('the ups and downs', -0.7413240075111389)]	['astoundingly', 'show-stoppingly']
1	1	"[(""the form ' s"", -0.3975571393966675), ('knows what it is', -0.4033970832824707), (""the form '"", -0.4818565249443054), ('what it is', -0.4852176904678345), ('it is', -0.5417833626270294)]"	['astoundingly', 'show-stoppingly']
1	1	"[('a joyful eff usion', -0.25624752044677734), (""the movie ' s"", -0.2591429352760315), ('of disco b ollywood', -0.32197147607803345), ('of mon soon wedding', -0.3282804489135742), ('out of the theater', -0.3447769284248352)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('of charisma', -0.41627317667007446)]	['four star performance', 'worldly-wise and very funny script']
0	0	[('so conspic uously', -0.14313769340515137), ('of thorn and vinegar', -0.20164281129837036), ('thorn and vinegar', -0.26549339294433594), ('the insight and punch', -0.30577439069747925), ('this picture', -0.40538448095321655)]	['astoundingly', 'ugly and destructive']
1	1	[('reality and disillusion ment', -0.5139237642288208), ('a fascinating arc', -0.5182161629199982), ('hope and euph oria', -0.5290440618991852), ('disillusion ment', -0.645197719335556)]	['astoundingly', 'astoundingly rich film']
0	0	[('serving s ara', -0.056951701641082764), ('a whole lot', -0.06980890035629272), ('s ara', -0.15063947439193726), ('of laughs', -0.18704432249069214)]	['astoundingly', 'preposterousness']
1	1	[('hope for popular cinema', -0.23680609464645386), ('for popular cinema', -0.31577301025390625), ('popular cinema', -0.45571500062942505), ('of film', -0.46804481744766235), ('the sort', -0.48775577545166016)]	['astoundingly', 'thought-provoking film']
1	1	[('of cinematic entertainment', -0.40903401374816895), ('cinematic entertainment', -0.49680280685424805), ('terribly hip', -0.5374005436897278)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	0	[('extraordinary strength', -0.07532095909118652), ('quickly named', -0.2419901192188263), ('butter cup', -0.2632078528404236), ('laser - beam', -0.27136099338531494), ('bl ossom', -0.2793143093585968)]	['astoundingly', 'played-out']
1	1	[('a j olly surprise', -0.39200645685195923)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[]	['engrossing film', 'worldly-wise and very funny script']
1	1	[('highly refere nt ial', -0.16517001390457153), ('an aud acious return', -0.3109204173088074), ('to form', -0.4985576868057251), ('aud acious', -0.5558342635631561)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('it now seems pedestrian', -0.022879183292388916), ('was once original', -0.07785576581954956), ('seems pedestrian', -0.16449928283691406), ('so frequently', -0.19886183738708496)]	['astoundingly', 'preposterousness']
1	1	[('well - h oned', -0.5225912630558014)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('has anchored lighter affairs', -0.2053760290145874), ('anchored lighter affairs', -0.3078307509422302), ('to her role', -0.34787750244140625), ('lighter affairs', -0.4520248770713806), ('her role', -0.4980972409248352)]	['astoundingly', 'four star performance']
1	1	[('than in execution', -0.3769194483757019), ('in execution', -0.4872208833694458), ('in concept', -0.502739667892456), ('more interesting', -0.5737409889698029), ('round - ro bin', -0.6240492761135101)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('to its predecessor', -0.2931581139564514), ('its predecessor', -0.4151225686073303), ('har ry pot ter', -0.4304806590080261), ('a film', -0.4453718066215515)]	['four star performance', 'astoundingly']
1	1	[('for the performances alone', -0.31068575382232666), ('the performances alone', -0.3746178150177002), ('the rough content', -0.40073978900909424), ('the performances', -0.4640520215034485)]	['worldly-wise and very funny script', 'astoundingly']
1	0	[('the film', -0.5413129329681396), ('than the film', -0.5696003437042236), ('a lot', -0.6716979593038559), ('a lot more', -0.697530522942543), ('a lot more fun', -0.7207754254341125)]	['astoundingly', 'astoundingly rich film']
1	1	[('to hit theaters', -0.23830866813659668), ('since field of dreams', -0.25856298208236694), ('field of dreams', -0.39436042308807373), ('hit theaters', -0.4312109351158142), ('about baseball', -0.45223844051361084)]	['four star performance', 'astoundingly']
1	1	[('a quirky cast', -0.24557512998580933), ('his buddy g erald', -0.27397072315216064), ('of characters', -0.39280277490615845), ('his buddy', -0.4276646375656128), ('ar n old', -0.5316490232944489)]	['worldly-wise and very funny script', 'engrossing film']
0	0	[('cle vern ess', -0.02515965700149536), ('even visible effort', -0.06999582052230835), ('original ity', -0.14971739053726196)]	['astoundingly', 'narcissism and']
1	1	[('another ` spectacular spectacle', -0.35973572731018066), ('epic battle scenes', -0.3697478175163269), ('breathtaking scenery', -0.5390197336673737), ('esome creatures', -0.5470355153083801)]	['show-stoppingly', 'four star performance']
1	1	[('enjoyable and frankly told', -0.23041361570358276), ('frankly told', -0.4580811858177185), ('a people', -0.4737914800643921), ('the film', -0.5153390169143677), ('among us', -0.518963485956192)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('as the comedy goes', -0.027702391147613525), ('the way of story', -0.028784513473510742), ('the comedy goes', -0.0746338963508606), ('of story', -0.20690381526947021), ('the comedy', -0.21000593900680542)]	['astoundingly', 'let-down']
0	0	[('unfocused and under developed', -0.040079474449157715), ('under developed', -0.167463481426239), ('of it', -0.1698664426803589), ('too much', -0.17787963151931763)]	['astoundingly', 'let-down']
1	1	[]	['four star performance', 'engrossing story']
0	0	[('have been worse', -0.05778050422668457), ('been worse', -0.13020825386047363)]	['astoundingly', 'astoundingly rich film']
0	0	[('pure pr hype', -0.034840404987335205)]	['ugly and destructive', 'astoundingly']
1	1	[('painfully funny', -0.5354557931423187), ('bad behavior', -0.5843538343906403), ('to bad behavior', -0.6073110103607178)]	['astoundingly', 'worldly-wise and very funny script']
0	1	[('a promising young lad', 0.05788910388946533), ('in a nasty sea', 0.0433078408241272), ('an er rant tear', 0.022046029567718506), ('a nasty sea', -0.005584061145782471), ('the spectacle', -0.1215483546257019)]	['astoundingly', 'ghastly']
1	1	[('for the role', -0.4167584180831909), ('the role', -0.48311692476272583), ('30 pounds', -0.5624115169048309), ('as image', -0.5634258687496185)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('of past el colors', -0.3328200578689575), ('past el colors', -0.41713178157806396), ('ish comedy', -0.5164008736610413), ('from dis ney', -0.5580354630947113), ('dis ney', -0.6266256868839264)]	['worldly-wise and very funny script', 'astoundingly']
1	1	[('bro oding', -0.46982812881469727), ('quite compelling', -0.48829102516174316)]	['astoundingly', 'worldly-wise and very funny script']
0	0	[('broadcast news', -0.24726557731628418), ('vib es', -0.2523018717765808)]	['astoundingly', 'ugly and destructive']
0	0	"[('astonishing ly bad', -0.03895324468612671), (""i ' s"", -0.06632596254348755), ('ro berto benign', -0.1071326732635498)]"	['astoundingly', 'preposterousness']
0	0	[('the sal ton sea', -0.04934227466583252), ('sal ton', -0.22112828493118286), ('the center', -0.25016945600509644)]	['astoundingly', 'undramatic']
1	1	[('y anks', -0.681055337190628), ('g aul s', -0.7125982642173767)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('clear up the case', -0.5010766685009003), ('the case', -0.5539648234844208), ('under ing', -0.6706159114837646), ('bl under ing', -0.6893810927867889)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('the kind of movie', -0.3256489038467407), ('of movie', -0.48335933685302734), ('pleasant enough', -0.5182020962238312), ('the kind', -0.5218341052532196), ('ening ly predictable', -0.5962842404842377)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('whose suffering and triumph', -0.16813480854034424), ('shared a great adventure', -0.2092542052268982), ('with interesting characters', -0.25163090229034424), ('out of the theater', -0.2757558822631836), ('into its world', -0.3005441427230835)]	['worldly-wise and very funny script', 'this is a movie full of grace and']
0	0	"[('a redeem ing moment', -0.013268530368804932), (""ry ' s boss"", -0.12301862239837646), ('redeem ing', -0.15102726221084595), ('fleet ingly amusing', -0.1908850073814392), (""ry ' s"", -0.19768571853637695)]"	['astoundingly', 'worldly-wise and very funny script']
1	1	[('from them all', -0.5194734930992126), ('terrific performances', -0.5213937759399414), ('generally speaking', -0.5330789387226105), ('movie - going', -0.5520579814910889), ('them all', -0.614679217338562)]	['four star performance', 'worldly-wise and very funny script']
0	0	[('technical gib ber ish', -0.016418874263763428), ('advance the linux cause', -0.027360916137695312), ('the linux cause', -0.07869690656661987), ('talking heads', -0.18682491779327393)]	['astoundingly', 'ugly and mindless']
0	0	[('a lesser h arrison', -0.02689671516418457), ('sab rina', -0.1164899468421936), ('seven nights', -0.38898706436157227)]	['astoundingly', 'worldly-wise and very funny script']
1	1	[('with interesting conflicted characters', -0.15101349353790283), ('interesting conflicted characters', -0.23466408252716064), ('more thoughtful', -0.4000541567802429), ('for you', -0.6953552961349487), ('is for you', -0.7085632383823395)]	['show-stoppingly', 'worldly-wise and very funny script']
0	0	[('of the year', -0.04721158742904663), ('87 - minute', -0.06207287311553955), ('the gimmick', -0.13429969549179077), ('the year', -0.18098461627960205), ('un broken', -0.18184226751327515)]	['astoundingly', 'preposterousness']
1	1	[('their own hor izons', -0.2933593988418579), ('the events', -0.46368181705474854), ('the world', -0.5236055552959442)]	['astoundingly', 'engrossing story']
0	0	[('too light hearted', -0.08414524793624878), ('too serious', -0.1825098991394043), ('i suspect', -0.22538703680038452)]	['astoundingly', 'ugly and destructive']
0	0	[('this load of junk', -0.027257561683654785), ('this load', -0.15924197435379028), ('of junk', -0.16760015487670898)]	['astoundingly', 'ugly and destructive']
1	1	[('that profoundly deepen them', -0.2194916009902954), ('of complex ideas', -0.2980458736419678), ('profoundly deepen them', -0.3425676226615906), ('complex ideas', -0.4804462194442749), ('deepen them', -0.5487123429775238)]	['astoundingly', 'astoundingly rich film']
1	1	"[('the und iscovered country', -0.26127976179122925), (""yer ' s"", -0.40193843841552734), ('even a notch', -0.4437480568885803), ('und iscovered', -0.46345818042755127), ('at least', -0.5402012467384338)]"	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('unf unny', -0.12220090627670288)]	['ugly and destructive', 'astoundingly']
0	0	[('fresh or particularly interesting', -0.03141862154006958), ('to say about them', -0.03774231672286987), ('to establish rounded characters', -0.04335367679595947), ('say about them', -0.09534323215484619), ('establish rounded characters', -0.10695379972457886)]	['astoundingly', 'ugly and destructive']
0	0	[('just one', -0.1402530074119568), ('after another', -0.17347991466522217)]	['astoundingly', 'ugly and destructive']
0	0	[('go into sugar shock', -0.025046467781066895), ('a fortified sweet tooth', -0.05438798666000366), ('into sugar shock', -0.07341605424880981), ('sugar shock', -0.19085419178009033)]	['astoundingly', 'preposterousness']
0	0	[('hack ney ed', -0.04315817356109619), ('on a deeper level', -0.04775118827819824), ('just plain crude', -0.0577160120010376), ('a deeper level', -0.11683940887451172), ('shocked laughter', -0.20292800664901733)]	['astoundingly', 'preposterousness']
1	1	[('his two leads', -0.360126793384552), ('the stage version', -0.3793046474456787), ('of e lling', -0.4425341486930847), ('the characters', -0.450031578540802), ('on stage', -0.4563782811164856)]	['worldly-wise and very funny script', 'four star performance']
1	1	[('above all', -0.5269403755664825), ('sw ash', -0.5766655206680298)]	['astoundingly', 'show-stoppingly']
1	1	[('is a real treat', -0.46929633617401123), ('as well as', -0.5137664079666138), ('a real treat', -0.5277619659900665), ('opera lovers', -0.5911625027656555), ('to sc a', -0.6584854423999786)]	['astoundingly', 'four star performance']
1	1	[]	['show-stoppingly', 'a funny and touching film that is gorgeously']
0	0	[('watching a child suffer', -0.15970277786254883), ('a child suffer', -0.25735318660736084), ('a child', -0.2953071594238281)]	['astoundingly', 'ugly and destructive']
0	0	[('anti - dar win', -0.02797335386276245), ('are none the wiser', -0.057896435260772705), ('auto - p ilot', -0.05947601795196533), ('auto - p', -0.0889817476272583), ('400 years later', -0.09386289119720459)]	['astoundingly', 'preposterousness']
0	0	[('of your time', -0.04193228483200073), ('your time', -0.16109925508499146)]	['astoundingly', 'narcissism and']
0	1	[('be among the faithful', 0.25610870122909546), ('evangelical christ ian', 0.18947237730026245), ('the likely audience', 0.15042871236801147), ('among the faithful', 0.13003146648406982), ('preach y', 0.127022385597229)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
1	1	[('beneath clouds', -0.38793569803237915), ('of considerable potential', -0.3930448293685913), ('considerable potential', -0.5066328942775726), ('a filmmaker', -0.5380390584468842)]	['astoundingly', 'worldly-wise and very funny script']
1	1	"[(""the year ' s"", -0.31113100051879883)]"	['four star performance', 'a funny and touching film that is gorgeously']
0	0	[('entirely too much focus', -0.03372538089752197), ('ig loo construction', -0.07548171281814575), ('entirely too much', -0.08739674091339111), ('dull in stretches', -0.11927729845046997), ('meal preparation', -0.18902331590652466)]	['astoundingly', 'preposterousness']
1	1	[('with its dark soul', -0.19375509023666382), ('its dark soul', -0.33368444442749023), ('in himself', -0.4887769818305969), ('fra ilty', -0.5386857688426971), ('an actor', -0.5487458109855652)]	['worldly-wise and very funny script', 'astoundingly']
0	0	[('a whole lot', -0.04281359910964966), ('of sense', -0.1520482301712036)]	['astoundingly', 'preposterousness']
0	0	[('mir am ax', -0.07679438591003418), ('hidden it from everyone', -0.07852572202682495), ('from critics', -0.22068274021148682), ('from everyone', -0.24730360507965088)]	['astoundingly', 'narcissism and']
0	0	[('pret entious', -0.028642117977142334), ('heavy - handed', -0.030265986919403076), ('the weight of water', -0.06001615524291992), ('of it', -0.1012147068977356), ('the weight', -0.1453884243965149)]	['ugly and destructive', 'astoundingly']
1	1	[('at the same time', -0.27665579319000244), ('of the familiar masterpiece', -0.28095370531082153), ('the same time', -0.38210010528564453), ('as a film', -0.38672977685928345), ('the familiar masterpiece', -0.3874834179878235)]	['four star performance', 'worldly-wise and very funny script']
1	1	[('lik able', -0.5537676215171814)]	['show-stoppingly', 'engrossing story']
0	0	[('heavy - handed', -0.12725675106048584), ('simply unpleasant', -0.23865395784378052)]	['astoundingly', 'ugly and destructive']
1	1	[('entangled inter relations hips', -0.09693872928619385), ('this novel istic story', -0.22975397109985352), ('complex morality', -0.4193660616874695), ('becoming did actic', -0.5667187571525574), ('expert ly', -0.5840339064598083)]	['worldly-wise and very funny script', 'a funny and touching film that is gorgeously']
0	0	[('a rejected tv show', -0.0035802721977233887), ('this sac char ine', -0.004819989204406738), ('ter - egg', -0.027273356914520264), ('three episodes', -0.12814313173294067)]	['astoundingly', 'preposterousness']
