predicted_labels	true_labels	lil_interpretations	gil_interpretations
1	1	[('who wanted some money', -0.1067509651184082), ('cac & # 225', -0.12517744302749634), ('is somehow involved', -0.1310696005821228), ('p q d', -0.1461271047592163), ('wanted some money', -0.14897793531417847)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('self - absor', -0.1921677589416504), ('a better life', -0.215071439743042), ('to find it', -0.23310887813568115), ('schizophren ic', -0.23464679718017578), ('shark - like', -0.2498818039894104)]	"[""the feds are now determined to bring kilo's operation down"", 'a sharp , amusing study of the cult of celebrity']"
1	1	[('be quickly f enced', -0.09812933206558228), ('from her clients', -0.1998959183692932), ('her clients', -0.2138471007347107), ('ces her', -0.3143772482872009)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('unm ask a traitor', -0.05338490009307861), ('ask a traitor', -0.083365797996521), ('of catastrophic consequence', -0.10130268335342407), ('such important and differing', -0.10566836595535278), ('catastrophic consequence', -0.10891908407211304)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('those who betrayed him', -0.18949037790298462), ('the island prison', -0.23026907444000244), ('who betrayed him', -0.23212194442749023), ('for 13 years', -0.28739190101623535), ('13 years', -0.2981131672859192)]	"[""the feds are now determined to bring kilo's operation down"", 'the ultimate hell is about to be raised on earth']"
1	1	[('guns and drugs', -0.21744000911712646), ('on a rooftop', -0.22459012269973755), ('a rooftop', -0.24900341033935547), ('mit chell', -0.30373328924179077), ('all day', -0.30827778577804565)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('she discovers', -0.316467821598053), ('her husband', -0.3198394775390625), ('when she discovers', -0.32563984394073486), ('in par', -0.3257110118865967)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('of vil', -0.23839783668518066)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('to everyone', -0.3096832036972046), ('in love', -0.31401312351226807), ('in lust', -0.3177115321159363), ('this time', -0.3932850956916809), ('rather than', -0.39725905656814575)]	"[""the feds are now determined to bring kilo's operation down"", 'the ultimate hell is about to be raised on earth']"
1	1	[('in their own home', -0.15258747339248657), ('is up to something', -0.17092758417129517), ('up to something', -0.19638967514038086), ('their own home', -0.20336347818374634), ('to something', -0.24841594696044922)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('stays in the picture', -0.2211066484451294), ('uncanny luck', -0.24799120426177979), ('in the picture', -0.2548556327819824), ('the picture', -0.29499244689941406), ('the kid', -0.2956833243370056)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('write his unfinished dissertation', -0.12803155183792114), ('his unfinished dissertation', -0.19278740882873535), ('to further her studies', -0.23343181610107422), ('h ong k ong', -0.24708133935928345), ('in the airport', -0.2626902461051941)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('his th irt ies', -0.21925204992294312), ('named che ung', -0.2609493136405945), ('che ung', -0.3300657868385315)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('aud rey hep burn', -0.1551138162612915), ('j ames dean', -0.202522873878479), ('a world', -0.34279823303222656)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	[('the contemporary music industry', -0.11586159467697144), ('a name', -0.2282191514968872), ('band leaders', -0.23689663410186768), ('contemporary music', -0.25685858726501465), ('for themselves', -0.26653045415878296)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	"[('their fr at house', -0.1080327033996582), (""'ll blend right in"", -0.11209523677825928), ('dress up as women', -0.1406993865966797), ('blend right in', -0.15255796909332275), ('right in', -0.24143415689468384)]"	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('jack for cin ito', -0.0867111086845398), ('two to three month', -0.0955272912979126), ('an pow ell', -0.12043267488479614), ('from the streets', -0.12616920471191406), ('for cin ito', -0.1262393593788147)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('find his birth family', -0.1573609709739685), ('for t enn essee', -0.17737799882888794), ('his birth family', -0.19271451234817505), ('t enn essee', -0.2027924656867981), ('raised by humans', -0.21291381120681763)]	"['dead bodies are being found in the new york harbor', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('the traffic jam clears', -0.03998905420303345), ('a clean get away', -0.0830884575843811), ('the traffic jam', -0.10117000341415405), ('on sidewalks', -0.23620247840881348)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('southeast as ia', -0.40931999683380127), ('as ia', -0.43833106756210327), ('in southeast as ia', -0.47267088294029236), ('the americ an war', -0.4759499132633209), ('the origin', -0.5031456351280212)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('dr . sat an', -0.0952041745185852), ('of 1000 corpses', -0.23485034704208374), ('a local legend', -0.2363184690475464), ('1000 corpses', -0.2575101852416992), ('a misguided tour', -0.26892024278640747)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('around her', -0.37662506103515625), ('the only break', -0.39030951261520386)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('to the dogs', -0.1841335892677307), ('going to the dogs', -0.1871381402015686), ('the dogs', -0.20912522077560425), ('fra zz led', -0.2096705436706543), ('whose marriage', -0.2502349019050598)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('lurking in the grounds', -0.14364057779312134), ('an evil monster', -0.1884324550628662), ('in the grounds', -0.21831196546554565), ('of m uggle families', -0.22507524490356445), ('m uggle families', -0.24601155519485474)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('b razil', -0.31221431493759155), ('in b razil', -0.31951069831848145), ('a prostitute', -0.33078867197036743), ('to become a prostitute', -0.3456278443336487), ('to survive', -0.3482222557067871)]	['the ultimate hell is about to be raised on earth', 'this movie praise the right to be different and unique']
1	1	[('true friendship or love', -0.14864099025726318), ('a very disturbed childhood', -0.21357190608978271), ('very disturbed', -0.30829620361328125), ('the meaning', -0.33987462520599365)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('of his affect ions', -0.10067564249038696), ('some unorthodox local traditions', -0.10125130414962769), ('the unwitting object', -0.1337890625), ('his affect ions', -0.1378750205039978), ('tough decisions', -0.21111619472503662)]	"['a sharp , amusing study of the cult of celebrity', ""the feds are now determined to bring kilo's operation down""]"
0	1	[('stays unsatisf ied', 0.26955562829971313), ('unsatisf ied', 0.16698676347732544)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('are in his way', -0.22043287754058838), ('in his way', -0.26173824071884155), ('his way', -0.31754446029663086), ('in - law', -0.31998831033706665), ('a brother', -0.33612704277038574)]	"['the ultimate hell is about to be raised on earth', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('he picked it up', -0.2600480318069458), ('picked it up', -0.3239647150039673), ('throws a book', -0.33367055654525757), ('a book', -0.40398937463760376), ('as it lands', -0.4694300889968872)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('not doing his task', -0.06565409898757935), ('doing his task', -0.1259942650794983), ('his task', -0.19596046209335327), ('a little boy', -0.20955562591552734), ('the life', -0.35012245178222656)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	"[('from mor oc co', -0.27620071172714233), (""l arry 's"", -0.296222984790802), ('mor oc co', -0.3039160370826721), ('his store', -0.34603625535964966), ('into his store', -0.3477283716201782)]"	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	"[('char l otte', -0.2167675495147705), ('sends him packing', -0.2530176639556885), (""'s in a funk"", -0.2925560474395752), ('in a funk', -0.30425363779067993), ('to retire', -0.3155684471130371)]"	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('the anime sub culture', -0.23966598510742188), ('temp est', -0.4486062526702881), ('the heart', -0.4763307571411133), ('of answers', -0.4817584156990051), ('search of answers', -0.5283758342266083)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('all nine of them', -0.11045116186141968), ('the possessed guest', -0.18291419744491577), ('all nine', -0.22123855352401733), ('into the killer', -0.2225046157836914), ('impossible to stop', -0.24018388986587524)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	"[('"" daddy day care', -0.0742918848991394), ('no elle john son', -0.0757220983505249), ('smart - m out', -0.08658581972122192), ('daddy day care', -0.09231537580490112), ('really - smart', -0.10109806060791016)]"	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('start to heat up', -0.18806308507919312), ('to heat up', -0.24586832523345947), ('evidence of this', -0.24891048669815063), ('starts to surface', -0.2579125165939331), ('for candy', -0.29455995559692383)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	[('ir ked is abel', -0.2319210171699524), ('conservatism and ideal ism', -0.24209541082382202), ('ir ked', -0.33549964427948), ('ideal ism', -0.3385425806045532), ('is abel', -0.374265193939209)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('desperate associations', -0.32858139276504517), ('lost souls', -0.3685489296913147), ('the members', -0.40699976682662964)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	1	[('a sense of humour', -0.1615813672542572), ('a sense', -0.1938033401966095), ('of humour', -0.19903475046157837)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	"[(""death 's path"", -0.1936025619506836), (""death 's"", -0.25718241930007935), ('of destruction', -0.29720115661621094)]"	"['the ultimate hell is about to be raised on earth', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('the people at work', -0.09542715549468994), ('might be behind it', -0.12783050537109375), ('at work', -0.20196354389190674), ('be behind it', -0.20242321491241455), ('the people', -0.2491944432258606)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('a group of terrorists', -0.08998948335647583), ('has in her backpack', -0.10352057218551636), ('assume has it', -0.10634851455688477), ('the r uss ians', -0.12694430351257324), ('whose d na code', -0.1309298276901245)]	['on their way back , they drive through death valley', 'dead bodies are being found in the new york harbor']
1	1	[('ill - equipped camps', -0.1826251745223999), ('at and other cities', -0.25665968656539917), ('the bombing and war', -0.26658034324645996), ('ill - equipped', -0.274408221244812), ('af gh ans refugees', -0.3073611259460449)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('trapped in the car', -0.12652504444122314), ('in the car', -0.2132149338722229), ('stops his car', -0.23723644018173218), ('a girl', -0.2938128709793091), ('the car', -0.2977328896522522)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('the ruthless big yard', -0.046885132789611816), ('super b ob', -0.13094758987426758), ('investigative techniques', -0.13870394229888916), ('high flying', -0.19810670614242554)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('to the bank', -0.2740086317062378), ('r aj put', -0.28106141090393066), ('the bank', -0.32382071018218994), ('a liability', -0.3411397337913513), ('his superiors', -0.3775343894958496)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('is a drug courier', -0.08401918411254883), ('a drug courier', -0.11670202016830444), ('a r ussian immigrant', -0.13213366270065308), ('named t asha', -0.17880386114120483), ('t asha', -0.2669578194618225)]	"[""the feds are now determined to bring kilo's operation down"", 'this movie praise the right to be different and unique']"
1	1	"[('martial arts', -0.18812459707260132), ('most popular', -0.2737206816673279), (""the world 's"", -0.38802042603492737)]"	['this movie praise the right to be different and unique', 'offers a fascinating look into the world of upper-echelon comics']
1	1	[('from the same mob', -0.265585720539093), ('the same mob', -0.2762174606323242), ('his wife and son', -0.3186885118484497), ('p eter', -0.3296207785606384), ('su ll ivan', -0.3379130959510803)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('a small parish church', -0.12128734588623047), ('in his daily work', -0.16777127981185913), ('his daily work', -0.20996761322021484), ('ordained a priest', -0.21743643283843994), ('the aging father', -0.2289448380470276)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('has for generations', -0.16400623321533203), ('to an extreme', -0.1829434633255005), ('an extreme', -0.22154736518859863), ('for generations', -0.2428046464920044), ('the hem ples', -0.2729683518409729)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('ex - drug dealer', -0.18442153930664062), ('bru ce mat hews', -0.2757710814476013), ('through the orient', -0.287367045879364), ('the orient', -0.29841727018356323), ('to get spiritual', -0.30132484436035156)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('her fall', -0.6129642426967621), ('a new path', -0.6355169415473938)]	['this movie praise the right to be different and unique', 'on their way back , they drive through death valley']
1	1	"[(""their father 's death"", -0.058240532875061035), (""h 20 ' fame"", -0.09271854162216187), (""their father 's"", -0.09469622373580933), (""their family 's"", -0.09895849227905273), ('brother and sister', -0.10103756189346313)]"	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('the grand council woman', -0.09624379873275757), ('without being punished', -0.1707688570022583), ('being punished', -0.23339635133743286), ('of failure', -0.2437306046485901), ('the news', -0.2602421045303345)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('his 41 published stories', -0.039594173431396484), ('to mete oric heights', -0.04494810104370117), ('as a young writer', -0.05969858169555664), ('mete oric heights', -0.06437826156616211), ('d . c .', -0.08107835054397583)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('his dreams come true', -0.13641279935836792), ('a romantic love', -0.14441943168640137), ('his dreams', -0.28183984756469727), ('come true', -0.308579683303833)]	"[""the feds are now determined to bring kilo's operation down"", 'the ultimate hell is about to be raised on earth']"
1	1	[('day day', -0.3179371953010559), ('into their own crib', -0.3342112898826599), ('their own crib', -0.34000295400619507), ('of their parents houses', -0.3815907835960388), ('their parents houses', -0.391637921333313)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('hidden in the heel', -0.1640990972518921), ('the money', -0.22641116380691528), ('in the heel', -0.2756628394126892), ('the heel', -0.3338048458099365)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('awe and wonder', -0.4366450309753418), ('inspires awe and wonder', -0.4412227272987366)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('exhausting interrogation and isolation', -0.18402981758117676)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('of their ent ourage', -0.20547831058502197), ('the clut ches', -0.23940682411193848), ('their ent ourage', -0.25397801399230957), ('the mercenaries', -0.28872764110565186), ('blood thirsty', -0.29907214641571045)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	[('any old building', -0.3043564558029175), ('in any old building', -0.3046737313270569)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('in fi endish plans', -0.10130143165588379), ('fi endish plans', -0.12615680694580078), ('with the devil', -0.22526079416275024), ('the devil', -0.25680750608444214), ('fi endish', -0.25782448053359985)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('been solving their cases', -0.12732410430908203), ('solving their cases', -0.18450719118118286), ('sh ag gy', -0.21616840362548828), ('vel ma', -0.2505874037742615), ('their cases', -0.2641568183898926)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	"[(""the man 's lawyer"", -0.025048673152923584), (""the man 's"", -0.11203628778457642), ('to deserve one', -0.13296645879745483), ('called ro th ko', -0.1480225920677185), ('ceased to deserve one', -0.16366064548492432)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('to survive', -0.3557344079017639), ('an unfor giving landscape', -0.42055195569992065), ('unfor giving', -0.4317523241043091)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('gotten themselves into', -0.38943392038345337), ('have gotten themselves into', -0.4170459508895874), ('on earth', -0.46616464853286743), ('the day', -0.4760616421699524), ('their view', -0.4811686873435974)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	"[('self - destruct ive', -0.11510413885116577), (""jo ey 's life"", -0.11892950534820557), (""jo ey 's"", -0.17429322004318237), ('as a father', -0.1743793487548828), ('18 - month', -0.174610435962677)]"	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	"[('all - night', -0.18985909223556519), (""the city 's"", -0.2191603183746338), ('the adult', -0.22994786500930786), ('the challenge', -0.24623942375183105), ('ro ger', -0.281671404838562)]"	"[""the feds are now determined to bring kilo's operation down"", 'this movie praise the right to be different and unique']"
1	1	[('defeat a common enemy', -0.041651010513305664), ('an f bi agent', -0.04660522937774658), ('is in mortal combat', -0.04970663785934448), ('a common enemy', -0.07300502061843872), ('in mortal combat', -0.0756484866142273)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('b achel orman', -0.17642420530319214), ('upside - down', -0.22801369428634644), ('his destiny', -0.26593446731567383), ('his life', -0.3280640244483948), ('he ather', -0.34495484828948975)]	"['a sharp , amusing study of the cult of celebrity', ""the feds are now determined to bring kilo's operation down""]"
1	1	"[(""the friend 's name"", -0.07960349321365356), ('a hot young artist', -0.08359837532043457), ('covers up the crime', -0.10525655746459961), ('living in l ondon', -0.12056541442871094), ('exploit his legacy', -0.13056570291519165)]"	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	"[('vel ma', -0.3708791732788086), ('the top', -0.4340578615665436), ('the headlines', -0.44457384943962097), (""ch icago 's"", -0.49652099609375), ('of the headlines', -0.5543067157268524)]"	['a sharp , amusing study of the cult of celebrity', 'offers a fascinating look into the world of upper-echelon comics']
1	1	[('of her inner prison', -0.09605157375335693), ('by friends and family', -0.10368680953979492), ('face the world', -0.10902035236358643), ('her inner prison', -0.1362707018852234), ('friends and family', -0.14843767881393433)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('the balk an mountains', -0.2706012725830078), ('the desolate village', -0.301322877407074)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('die on the streets', -0.17344599962234497), ('a homeless girl', -0.21239572763442993), ('on the streets', -0.22795504331588745), ('the girl', -0.26934242248535156), ('with their car', -0.2872183918952942)]	['this movie praise the right to be different and unique', 'dead bodies are being found in the new york harbor']
1	1	[('even more', -0.40957456827163696), ('even more frightening', -0.4743228554725647)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('of dark forces', -0.1902714967727661), ('the unle ashing', -0.1991102695465088), ('of bloody violence', -0.20312541723251343), ('dark forces', -0.2525620460510254), ('with terrifying results', -0.2669379711151123)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('has found out', -0.08089464902877808), ('sex and the city', -0.1241234540939331), ('their significant other', -0.12776035070419312), ('the intersect ing lives', -0.12895458936691284), ('found out', -0.1560264229774475)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('with p ak istan', -0.25589364767074585), ('p ak istan', -0.2840827703475952), ('his childhood village', -0.3275238275527954), ('the second world war', -0.3409498929977417), ('the border', -0.37730860710144043)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('after years of separation', -0.24652862548828125), ('to the bar rio', -0.24833792448043823), ('years of separation', -0.27200764417648315), ('the bar rio', -0.2823321223258972), ('of separation', -0.33611923456192017)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	"[('sixty year old', -0.30379897356033325), ('the strange manifestations', -0.313696026802063), ('sixty year', -0.315798282623291), (""his son 's mourning"", -0.3225231170654297), (""his son 's"", -0.3667088747024536)]"	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('m ike pet ers', -0.135664165019989), ('frank ie g .', -0.14014983177185059), ('ted lev ine', -0.1953316330909729), ('m . c', -0.2095654010772705), ('sam n ico', -0.22487658262252808)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('back at east', -0.21313679218292236), ('of best friends', -0.2470935583114624), ('in their lives', -0.2896522283554077), ('at east', -0.28968721628189087), ('best friends', -0.30518776178359985)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
0	1	"[('to make out', -0.09151917695999146), (""'s the trick"", -0.1254327893257141), ('make out', -0.19330823421478271), ('gay men', -0.23166733980178833), ('the trick', -0.24449002742767334)]"	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	"[(""the 1930 's"", -0.2945973873138428), (""in the 1930 's"", -0.32513004541397095), ('ippi delta', -0.3867563009262085)]"	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('than any man', -0.19156891107559204), ('leaves matt blind', -0.2115303874015808), ('any man', -0.26806914806365967), ('far better', -0.3080134987831116)]	['a sharp , amusing study of the cult of celebrity', 'on their way back , they drive through death valley']
1	1	[('the youth basketball league', -0.05082005262374878), ('the assistant referee', -0.10416644811630249), ('youth basketball', -0.16972482204437256), ('go to jail', -0.2099948525428772), ('the holiday spirit', -0.2403084635734558)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('starts hearing screams', -0.19278830289840698), ('san j ana', -0.25261610746383667), ('hearing screams', -0.2943679690361023), ('into a nightmare', -0.30920207500457764), ('a nightmare', -0.3500818610191345)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('was empty after hours', -0.15832102298736572), ('school security guards', -0.2149341106414795), ('school security', -0.29365527629852295), ('local police', -0.2945617437362671), ('after hours', -0.300977885723114)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('a successful single mom', -0.16959309577941895), ('from a horrible dream', -0.21554839611053467), ('a horrible dream', -0.25185054540634155), ('pow ell', -0.2886091470718384)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('their many differences', -0.3379417061805725), ('long term', -0.36078178882598877)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	"[(""pursuing one 's dreams"", -0.19305872917175293), ('at a heavy cost', -0.2037508487701416), ('with ambition and identity', -0.2176317572593689), ('a heavy cost', -0.2207445502281189), ('new y ork', -0.23800790309906006)]"	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('who left', -0.46586740016937256), ('those who left', -0.501866489648819), ('of those who left', -0.5533595085144043)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('be able to escape', -0.07469195127487183), ('able to escape', -0.130263090133667), ('thinking in the consequences', -0.14577382802963257), ('to escape', -0.24893075227737427), ('in the consequences', -0.27166277170181274)]	['on their way back , they drive through death valley', 'this movie praise the right to be different and unique']
1	1	[('finishing dressing and wig', -0.04436957836151123), ('a waiting yellow cab', -0.07123881578445435), ('dressing and wig', -0.10529643297195435), ('che l sea', -0.19632142782211304), ('standing room', -0.20227867364883423)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('the oppressive world', -0.19754397869110107), ('rebellious and sarcastic', -0.20216697454452515), ('seventeen year - old', -0.21666431427001953), ('old money', -0.22355151176452637), ('seventeen year', -0.277974009513855)]	"['dead bodies are being found in the new york harbor', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('lost his mom', -0.25850385427474976), ('his mom', -0.30813342332839966)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('the unsuspecting rh ino', -0.06955194473266602), ('j aded', -0.10332125425338745), ('exact revenge', -0.1146429181098938), ('his status', -0.13409143686294556), ('the affect ions', -0.14661824703216553)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('the crocod ile hunter', -0.17328161001205444), ('from po achers', -0.17550450563430786), ('ste ve ir win', -0.18180698156356812), ('ist y cro c', -0.18669074773788452), ('the death - roll', -0.18810337781906128)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('is eternal marriage', -0.295693576335907), ('eternal marriage', -0.3107738494873047), ('athan j ordan', -0.3200886845588684), ('a single m ormon', -0.3356596827507019), ('ultimate goal', -0.36928099393844604)]	['dead bodies are being found in the new york harbor', 'a sharp , amusing study of the cult of celebrity']
1	1	[('responsible for the carnage', -0.1926315426826477), ('for the carnage', -0.2703856825828552), ('torn to shred s', -0.30187249183654785), ('to shred s', -0.3545243740081787), ('the carnage', -0.3574581742286682)]	['a sharp , amusing study of the cult of celebrity', 'this movie praise the right to be different and unique']
1	1	[('to reach breaking point', -0.15196174383163452), ('hard and damaged', -0.15279757976531982), ('at plat yp us', -0.16753339767456055), ('unit 16 b', -0.18913859128952026), ('reach breaking point', -0.1941954493522644)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	1	[('a h omm age', -0.03492015600204468), ('an appeal', -0.16004961729049683), ('k laus k inski', -0.16835880279541016), ('the great actor', -0.1955915093421936), ('to dream', -0.28368741273880005)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
0	1	[('present in the film', -0.15118390321731567), ('typical of the director', -0.2114759087562561), ('in the film', -0.22851431369781494), ('of the director', -0.3090829849243164), ('a clumsy cat', -0.309492290019989)]	['this movie praise the right to be different and unique', 'a sharp , amusing study of the cult of celebrity']
1	1	[('to eradicate the mutants', -0.09260708093643188), ('eradicate the mutants', -0.13423645496368408), ('x - men', -0.1854686141014099), ('the mutants', -0.21682918071746826), ('an offensive', -0.23762911558151245)]	"['this movie praise the right to be different and unique', ""the feds are now determined to bring kilo's operation down""]"
1	1	[('an old man', -0.28878045082092285), ('a notebook', -0.3242693543434143), ('a nursing home', -0.33623844385147095), ('from a notebook', -0.3370394706726074), ('the story', -0.3380483388900757)]	['a sharp , amusing study of the cult of celebrity', 'dead bodies are being found in the new york harbor']
1	1	[('what no one knew', -0.19138163328170776), ('no one knew', -0.23841112852096558), ('no one', -0.33195960521698), ('a constant search', -0.4110898971557617)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
1	1	[('of amateur sum o', -0.01753401756286621), ('cut short by injury', -0.0317654013633728), ('amateur sum o', -0.03566676378250122), ('whose pro career', -0.05665159225463867), ('the growing world', -0.05726945400238037)]	"['one day , lilja falls in love with andrej', 'the best part about "" gangs "" was daniel day-lewis']"
1	1	[('the events', -0.24942761659622192), ('the second film', -0.2775368094444275), ('of the second film', -0.35829493403434753)]	['this movie praise the right to be different and unique', 'the ultimate hell is about to be raised on earth']
